Gender, Age, Debt, Married_status, BankCustomer, EducationLevel, Ethnicity, YearsEmployed, NoPriorDefault, Employed, CreditScore, DriversLicense, Citizen, ZipCode, Income,Tweet,ApprovalStatus
a,33.08,1.625,u,g,d,v,0.54,f,f,0,t,g,0,0,$SPY Bada Bing Bada Boom the FLUSH!! $SPX $QQQ $IWM $IBB $ES $GS $BAC $NFLX $JPM $C $AAPL $GOOGL $AMZN $SNAP $VIX… https://t.co/J2pKBDlULW,-
b,29.83,2.04,y,p,x,h,0.04,f,f,0,f,g,128,1,"Better Buy: https://t.co/18osvPyT5I, Inc. vs Google https://t.co/lwPALTQnfk $AMZN $GOOG $GOOGL $WMT $FB $WFM https://t.co/PU2atKegf7",-
a,23.58,0.585,y,p,ff,ff,0.125,f,f,0,f,g,120,87,Selling some winners $GOOG $LGFB and a loser $CMP. Looking for some new ideas in infrastructure.,-
b,26.17,12.5,y,p,k,h,1.25,f,f,0,t,g,0,17,Amazon's Alexa and Microsoft's Cortana are Collaborating in New Alliance https://t.co/oruXvLr2dU $AMZN $MSFT $AAPL $GOOG $GOOGL,-
b,31,2.085,u,g,c,v,0.085,f,f,0,f,g,300,0,$AAPL iPhone 8 to Drive 9.1% Increase in Shipments Per IDC https://t.co/OHgnIDlGAp (incl. $GRMN $GOOG $TTD),-
b,20.75,5.085,y,p,j,v,0.29,f,f,0,f,g,140,184,"Michael Burry’s Original Blog, Water Investments, Interviews https://t.co/vXMRpcThvA $AAPL, $ORCL $BAC, $TBPH, $COTY, $GOOG, $HCA, $TWNK",-
b,28.92,0.375,u,g,c,v,0.29,f,f,0,f,g,220,140,Western Digital Acquires Upthere For Personal Cloud Storage https://t.co/bbV4ChcWOb $GOOG $WDC,-
a,51.92,6.5,u,g,i,bb,3.085,f,f,0,t,g,73,0,A few firms continue to dominate the smartphone.   👉 $AMZN $GOOG $FB https://t.co/b2MWDDiPrw,-
a,22.67,0.335,u,g,q,v,0.75,f,f,0,f,s,160,0,SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur… https://t.co/iibv5YOJtm,-
b,34,5.085,y,p,i,bb,1.085,f,f,0,t,g,480,0,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
a,69.5,6,u,g,ff,ff,0,f,f,0,f,s,0,0,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
a,40.33,8.125,y,p,k,v,0.165,f,t,2,f,g,?,18,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
a,19.58,0.665,y,p,c,v,1,f,t,1,f,g,2000,2,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
b,16,3.125,u,g,w,v,0.085,f,t,1,f,g,0,6,$AMZN Announces Availability of VMware Cloud on AWS  https://t.co/mSl58KJZAL (incl. $VMW $IBM $GOOG),-
b,17.08,0.25,u,g,q,v,0.335,f,t,4,f,g,160,8,$SPY Tick-Tock And...the FLUSH!! $SPX $QQQ $IWM $IBB $ES $GS $BAC $NFLX $JPM $C $AAPL $GOOGL $AMZN $SNAP $VIX $USO… https://t.co/fRhAES1KYF,-
b,31.25,2.835,u,g,ff,ff,0,f,t,5,f,g,176,146,"$GOOG $GOOGL Double bottom, what now. Read our detailed analysis and prediction at https://t.co/97c0YYXPYA https://t.co/9jdhBxeLKv",-
b,25.17,3,u,g,c,v,1.25,f,t,1,f,g,0,22,"RT @Matrix_Trade: $GOOG $GOOGL Double bottom, what now. Read our detailed analysis and prediction at https://t.co/97c0YYXPYA https://t.co/9…",-
a,22.67,0.79,u,g,i,v,0.085,f,f,0,f,g,144,0,RT @educatedpenis: You're selling $OMVS?  In our moment of Triumph?  $FB $GOOG $AAPL $MSFT $TSLA $NFLX $NVDA,-
b,40.58,1.5,u,g,i,bb,0,f,f,0,f,s,300,0,Alphabet Inc. ($GOOG) looking hot! Currently priced at 930.75. https://t.co/mKiIQGvHe4,-
b,22.25,0.46,u,g,k,v,0.125,f,f,0,t,g,280,55,Is The Market Too Bullish On These Companies? $GOOG $BABA $AMZN $FB $V $AAPL $MSFT - https://t.co/ADANo4Q9qH,-
a,22.25,1.25,y,p,ff,ff,3.25,f,f,0,f,g,280,0,Financial Advisors Keep an Eye on Alphabet Inc. Amid Sexist Memo Incident https://t.co/zuVeLWwTeK $GOOG https://t.co/axuXPck46B,-
b,22.5,0.125,y,p,k,v,0.125,f,f,0,f,g,200,70,$SPY Bada Bing Bada Boom the FLUSH!! $SPX $QQQ $IWM $IBB $ES $GS $BAC $NFLX $JPM $C $AAPL $GOOGL $AMZN $SNAP $VIX… https://t.co/J2pKBDlULW,-
b,23.58,1.79,u,g,c,v,0.54,f,f,0,t,g,136,1,"Better Buy: https://t.co/18osvPyT5I, Inc. vs Google https://t.co/lwPALTQnfk $AMZN $GOOG $GOOGL $WMT $FB $WFM https://t.co/PU2atKegf7",-
b,38.42,0.705,u,g,c,v,0.375,f,t,2,f,g,225,500,Selling some winners $GOOG $LGFB and a loser $CMP. Looking for some new ideas in infrastructure.,-
a,26.58,2.54,y,p,ff,ff,0,f,f,0,t,g,180,60,Amazon's Alexa and Microsoft's Cortana are Collaborating in New Alliance https://t.co/oruXvLr2dU $AMZN $MSFT $AAPL $GOOG $GOOGL,-
b,35,2.5,u,g,i,v,1,f,f,0,t,g,210,0,$MAT $GOOG https://t.co/M58B6BbgIA #stocks #ValueInvesting #Investing #investors #investments #google #mattel #StockMarket #WallStreet,-
b,20.42,1.085,u,g,q,v,1.5,f,f,0,f,g,108,7,Is The Market Too Bullish On These Companies? $GOOG $BABA $AMZN $FB $V $AAPL $MSFT - https://t.co/AcVbKlu0zG https://t.co/OgbNVFEPsn,-
b,29.42,1.25,u,g,w,v,1.75,f,f,0,f,g,200,0,"#Foxconn, #SoftBank, #Google may have something more up sleeve, Nikkei learns. #Toshiba #Bain #Apple $AAPL $GOOG https://t.co/VVoqUOx20R",-
b,26.17,0.835,u,g,cc,v,1.165,f,f,0,f,g,100,0,"As Alphabet $GOOG Stock Price Rose, Holder Robshaw &amp; Julian Associates Has Lifted Its Position ...",-
b,33.67,2.165,u,g,c,v,1.5,f,f,0,f,p,120,0,Bigly Outflows? 10 Stocks The Biggest Hedge Funds Are Selling: $AAPL $JPM $PEP $PFE $MDT $LLY $MRK $JNJ $GOOG -- https://t.co/ZjQGokYeyu,-
b,24.58,1.25,u,g,c,v,0.25,f,f,0,f,g,110,0,"BUY $EBAY 35.68, BUY $ETN 71.07, COVER $GILD 76.01, BUY $GOOG 929.03. More stock tips &amp; details at: https://t.co/vC8Zxgv7l8",-
a,27.67,2.04,u,g,w,v,0.25,f,f,0,t,g,180,50,"Tech Stocks Have A Part In Most Portfolios, But Should Be Balanced Out https://t.co/ij9bFX5NA3 - $AAPL $MSFT $FB $GOOG $INTC $NVDA",-
b,37.5,0.835,u,g,e,v,0.04,f,f,0,f,g,120,5,"In 2Q17 $AMZN AWS controlled 34% of cloud infrastructure market, topping $MSFT $IBM $GOOG $GOOGL combined https://t.co/7HIcAjaWLw",-
b,49.17,2.29,u,g,ff,ff,0.29,f,f,0,f,g,200,3,"#Foxconn, #SoftBank, #Google may have something more up sleeve, Nikkei learns. #Toshiba #Bain #Apple $AAPL $GOOG https://t.co/VVoqUOx20R",-
b,33.58,0.335,y,p,cc,v,0.085,f,f,0,f,g,180,0,"As Alphabet $GOOG Stock Price Rose, Holder Robshaw &amp; Julian Associates Has Lifted Its Position ...",-
b,51.83,3,y,p,ff,ff,1.5,f,f,0,f,g,180,4,Bigly Outflows? 10 Stocks The Biggest Hedge Funds Are Selling: $AAPL $JPM $PEP $PFE $MDT $LLY $MRK $JNJ $GOOG -- https://t.co/ZjQGokYeyu,-
b,22.92,3.165,y,p,c,v,0.165,f,f,0,f,g,160,1058,"BUY $EBAY 35.68, BUY $ETN 71.07, COVER $GILD 76.01, BUY $GOOG 929.03. More stock tips &amp; details at: https://t.co/vC8Zxgv7l8",-
b,21.83,1.54,u,g,k,v,0.085,f,f,0,t,g,356,0,"Tech Stocks Have A Part In Most Portfolios, But Should Be Balanced Out https://t.co/ij9bFX5NA3 - $AAPL $MSFT $FB $GOOG $INTC $NVDA",-
b,25.25,1,u,g,aa,v,0.5,f,f,0,f,g,200,0,"In 2Q17 $AMZN AWS controlled 34% of cloud infrastructure market, topping $MSFT $IBM $GOOG $GOOGL combined https://t.co/7HIcAjaWLw",-
b,58.58,2.71,u,g,c,v,2.415,f,f,0,t,g,320,0,VERY NICE DAY FOR $GOOG! https://t.co/XyqrhvzmLo https://t.co/Z8Ho4qS1sL,-
b,19,0,y,p,ff,ff,0,f,t,4,f,g,45,1,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
b,19.58,0.585,u,g,ff,ff,0,f,t,3,f,g,350,769,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
a,53.33,0.165,u,g,ff,ff,0,f,f,0,t,s,62,27,Searching For Alphabet's True Worth? Should We Google It? https://t.co/p3HeVpbP05 $GOOGL $GOOG,-
a,27.17,1.25,u,g,ff,ff,0,f,t,1,f,g,92,300,$GOOG $GOOGL $IBM:  Better Buy: International Business Machines Corporation vs. Google:  https://t.co/ba5dFBodzf,-
b,25.92,0.875,u,g,k,v,0.375,f,t,2,t,g,174,3,"GDPR applies “purpose limitation” which could disrupt $GOOG, $FB, and other technology companies (for user privacy)… https://t.co/1ZI9tIUiWP",-
b,23.08,0,u,g,k,v,1,f,t,11,f,s,0,0,$BBRY #EasyDouble  #bbry #TenBagger ++++ in time perhaps if $AAPL $AMZN $FB $MSFT $GOOG $SSNLF $QCOM $IBM doesn't come knocking before hand,-
b,39.58,5,u,g,ff,ff,0,f,t,2,f,g,17,1,Searching For Alphabet's True Worth? Should We Google It? https://t.co/p3HeVpbP05 $GOOGL $GOOG,-
b,30.58,2.71,y,p,m,v,0.125,f,f,0,t,s,80,0,$GOOG $GOOGL $IBM:  Better Buy: International Business Machines Corporation vs. Google:  https://t.co/ba5dFBodzf,-
b,17.25,3,u,g,k,v,0.04,f,f,0,t,g,160,40,"GDPR applies “purpose limitation” which could disrupt $GOOG, $FB, and other technology companies (for user privacy)… https://t.co/1ZI9tIUiWP",-
a,17.67,0,y,p,j,ff,0,f,f,0,f,g,86,0,$BBRY #EasyDouble  #bbry #TenBagger ++++ in time perhaps if $AAPL $AMZN $FB $MSFT $GOOG $SSNLF $QCOM $IBM doesn't come knocking before hand,-
a,?,11.25,u,g,ff,ff,0,f,f,0,f,g,?,5200,Better Buy: International Business Machines Corporation vs. Google https://t.co/z4wK1NuNoi $GOOG $GOOGL $IBM,-
b,16.5,0.125,u,g,c,v,0.165,f,f,0,f,g,132,0,$GOOG the bull pattern is confirmed &amp; a BUY signal is issued @ https://t.co/jBYssjL918. Buy Level: 922.2900   Target: 959.1816,-
a,27.33,1.665,u,g,ff,ff,0,f,f,0,f,g,340,1,Bigly Outflows? 10 Stocks The Biggest Hedge Funds Are Selling: $AAPL $JPM $PEP $PFE $MDT $LLY $MRK $JNJ $K $GOOG -- https://t.co/SuY2imVJNX,-
b,31.25,1.125,u,g,ff,ff,0,f,t,1,f,g,96,19,"""People Are So Afraid Of #Google Now"": Here's Why  https://t.co/k4BZa7FYyO  $goog",-
b,20,7,u,g,c,v,0.5,f,f,0,f,g,0,0,Blue on blue: #Google gets critical progressive think-tank group ousted https://t.co/rvZKmSE7vm $GOOG,-
b,?,3,y,p,i,bb,7,f,f,0,f,g,0,1,"@Foone speaking of which,is it me or $GOOG completely destroyed its usenet archive search engine (… https://t.co/LueItwhbW4",-
b,39.5,1.625,u,g,c,v,1.5,f,f,0,f,g,0,316,$BABA $GOOG $GOOGL:  Best Inc.: Alibaba-Backed Logistics Firm Stumbles Toward IPO Gate:  https://t.co/bF5dOgq6mr,-
b,36.5,4.25,u,g,q,v,3.5,f,f,0,f,g,454,50,$BBRY #EasyDouble  #bbry #TenBagger ++++ in time perhaps if $AAPL $AMZN $FB $MSFT $GOOG $SSNLF $QCOM $IBM doesn't come knocking before hand,-
?,29.75,0.665,u,g,w,v,0.25,f,f,0,t,g,300,0,Better Buy: International Business Machines Corporation vs. Google https://t.co/z4wK1NuNoi $GOOG $GOOGL $IBM,-
b,52.42,1.5,u,g,d,v,3.75,f,f,0,t,g,0,350,$GOOG the bull pattern is confirmed &amp; a BUY signal is issued @ https://t.co/jBYssjL918. Buy Level: 922.2900   Target: 959.1816,-
b,36.17,18.125,u,g,w,v,0.085,f,f,0,f,g,320,3552,Bigly Outflows? 10 Stocks The Biggest Hedge Funds Are Selling: $AAPL $JPM $PEP $PFE $MDT $LLY $MRK $JNJ $K $GOOG -- https://t.co/SuY2imVJNX,-
b,34.58,0,?,?,?,?,0,f,f,0,f,p,?,0,"""People Are So Afraid Of #Google Now"": Here's Why  https://t.co/k4BZa7FYyO  $goog",-
b,29.67,0.75,y,p,c,v,0.04,f,f,0,f,g,240,0,Blue on blue: #Google gets critical progressive think-tank group ousted https://t.co/rvZKmSE7vm $GOOG,-
b,36.17,5.5,u,g,i,bb,5,f,f,0,f,g,210,687,"@Foone speaking of which,is it me or $GOOG completely destroyed its usenet archive search engine (… https://t.co/LueItwhbW4",-
b,25.67,0.29,y,p,c,v,1.5,f,f,0,t,g,160,0,$BABA $GOOG $GOOGL:  Best Inc.: Alibaba-Backed Logistics Firm Stumbles Toward IPO Gate:  https://t.co/bF5dOgq6mr,-
a,24.5,2.415,y,p,c,v,0,f,f,0,f,g,120,0,Prelude to $DIS bidding for $TWTR ? Disney/ABC Television Group to Reduce Staff for 10% cut in costs  https://t.co/3nGrD2NmWL $GOOG $QQQ $FB,-
b,24.08,0.875,u,g,m,v,0.085,f,t,4,f,g,254,1950,BAT Stocks May Be The New FAANGS $FB $AAPL $AMZN $NFLX $GOOG $BABA $BIDU  https://t.co/mWtbDyPZLH https://t.co/XcBeprihIy,-
b,21.92,0.5,u,g,c,v,0.125,f,f,0,f,g,360,0,$GOOG short squeeze #bullish,-
a,36.58,0.29,u,g,ff,ff,0,f,t,10,f,g,200,18,The Top 10 Holdings In Market's Top Large-Cap Fund https://t.co/Oth7YOthFG  $AAPL $MSFT $AMZN $JNJ $FB $XOM $BRK.B $JPM $GOOGL $GOOG,-
a,23,1.835,u,g,j,j,0,f,t,1,f,g,200,53,$GOOG is now the enemy of both the Right and the Left. I see potential for years of multiple compression while anti… https://t.co/QcmqmcKeE3,-
a,27.58,3,u,g,m,v,2.79,f,t,1,t,g,280,10,"@Foone speaking of which,is it me or $GOOG completely destroyed its usenet archive search engine (… https://t.co/LueItwhbW4",-
b,31.08,3.085,u,g,c,v,2.5,f,t,2,t,g,160,41,$BABA $GOOG $GOOGL:  Best Inc.: Alibaba-Backed Logistics Firm Stumbles Toward IPO Gate:  https://t.co/bF5dOgq6mr,-
a,30.42,1.375,u,g,w,h,0.04,f,t,3,f,g,0,33,Prelude to $DIS bidding for $TWTR ? Disney/ABC Television Group to Reduce Staff for 10% cut in costs  https://t.co/3nGrD2NmWL $GOOG $QQQ $FB,-
b,22.08,2.335,u,g,k,v,0.75,f,f,0,f,g,180,0,BAT Stocks May Be The New FAANGS $FB $AAPL $AMZN $NFLX $GOOG $BABA $BIDU  https://t.co/mWtbDyPZLH https://t.co/XcBeprihIy,-
b,16.33,4.085,u,g,i,h,0.415,f,f,0,t,g,120,0,$GOOG short squeeze #bullish,-
a,21.92,11.665,u,g,k,h,0.085,f,f,0,f,g,320,5,The Top 10 Holdings In Market's Top Large-Cap Fund https://t.co/Oth7YOthFG  $AAPL $MSFT $AMZN $JNJ $FB $XOM $BRK.B $JPM $GOOGL $GOOG,-
b,21.08,4.125,y,p,i,h,0.04,f,f,0,f,g,140,100,$GOOG is now the enemy of both the Right and the Left. I see potential for years of multiple compression while anti… https://t.co/QcmqmcKeE3,-
b,17.42,6.5,u,g,i,v,0.125,f,f,0,f,g,60,100,#Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd https://t.co/it9opjsnEP,-
b,19.17,4,y,p,i,v,1,f,f,0,t,g,360,1000,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,-
b,20.67,0.415,u,g,c,v,0.125,f,f,0,f,g,0,44,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,-
b,26.75,2,u,g,d,v,0.75,f,f,0,t,g,80,0,#Google releases #ARCore in response to #iOS #ARKit - https://t.co/GjIdPlfVgk #Android $GOOG $APPL #AR https://t.co/sT9yBkEIHl,-
b,23.58,0.835,u,g,i,h,0.085,f,f,0,t,g,220,5,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,-
b,39.17,2.5,y,p,i,h,10,f,f,0,t,s,200,0,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,-
b,22.75,11.5,u,g,i,v,0.415,f,f,0,f,g,0,0,Apple Pivots Self-Driving Car Plan $AAPL $GOOG $GM $INTC https://t.co/DR9mE3cI0E,-
?,26.5,2.71,y,p,?,?,0.085,f,f,0,f,s,80,0,#Alexa and #Cortana will be able to work together in #smartHome setting - https://t.co/ktwQO6u4EH #voiceAssistance #AI $GOOG $MSFT,-
a,16.92,0.5,u,g,i,v,0.165,f,t,6,t,g,240,35,"Tech Stocks Have A Part In Most Portfolios, But Should Be Balanced Out https://t.co/DPIewjSLIR - $AAPL $MSFT $FB $GOOG $INTC $NVDA",-
b,23.5,3.165,y,p,k,v,0.415,f,t,1,t,g,280,80,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/Uhex0wJENx,-
a,17.33,9.5,u,g,aa,v,1.75,f,t,10,t,g,0,10,"$GOOG, $GOOG - Investors Sell Alphabet Inc. #GOOG on Strength #GOOG https://t.co/Hv0pVZHO3r",-
b,23.75,0.415,y,p,c,v,0.04,f,t,2,f,g,128,6,"$GOOG, $GOOG - Investors Sell Alphabet Inc. #GOOG on Strength #GOOG https://t.co/rjNs8xJZzE",-
b,34.67,1.08,u,g,m,v,1.165,f,f,0,f,s,28,0,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/1gg2I1netu,-
b,74.83,19,y,p,ff,ff,0.04,f,t,2,f,g,0,351,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/Ia4jroGkVI,-
b,28.17,0.125,y,p,k,v,0.085,f,f,0,f,g,216,2100,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/H4RHp03CMu,-
b,24.5,13.335,y,p,aa,v,0.04,f,f,0,t,g,120,475,"1994: ""Today Show"": ""What is the Internet, Anyway?"" $FB $TWTR $GOOG $AAPL $GOOGL $PANW $FEYE $S $DIS $NFLX $KO $SPX https://t.co/XcaQrhNUMg",-
b,18.83,3.54,y,p,ff,ff,0,f,f,0,t,g,180,1,RT @FASTGraphs: Searching For Alphabet's True Worth? Should We Google It? https://t.co/45H901ezqt $GOOGL $GOOG,-
?,45.33,1,u,g,q,v,0.125,f,f,0,t,g,263,0,$WMT and $GOOG team up to fend off $AMZN  https://t.co/vpY15dLsAy,-
a,47.25,0.75,u,g,q,h,2.75,t,t,1,f,g,333,892,$GOOGL $GOOG:  Think Tank Fires Scholar Who Praised Large Antitrust Fine Against …:  https://t.co/LtLrTCUbF1,+
b,24.17,0.875,u,g,q,v,4.625,t,t,2,t,g,520,2000,Prelude to $DIS bidding for $TWTR ? Disney/ABC Television Group to Reduce Staff for 10% cut in costs  https://t.co/3nGrD2NmWL $GOOG $QQQ $FB,+
b,39.25,9.5,u,g,m,v,6.5,t,t,14,f,g,240,4607,BAT Stocks May Be The New FAANGS $FB $AAPL $AMZN $NFLX $GOOG $BABA $BIDU  https://t.co/mWtbDyPZLH https://t.co/XcBeprihIy,+
a,20.5,11.835,u,g,c,h,6,t,f,0,f,g,340,0,$GOOG short squeeze #bullish,+
a,18.83,4.415,y,p,c,h,3,t,f,0,f,g,240,0,The Top 10 Holdings In Market's Top Large-Cap Fund https://t.co/Oth7YOthFG  $AAPL $MSFT $AMZN $JNJ $FB $XOM $BRK.B $JPM $GOOGL $GOOG,+
b,19.17,9.5,u,g,w,v,1.5,t,f,0,f,g,120,2206,$GOOG is now the enemy of both the Right and the Left. I see potential for years of multiple compression while anti… https://t.co/QcmqmcKeE3,+
a,25,0.875,u,g,x,h,1.04,t,f,0,t,g,160,5860,#Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd https://t.co/it9opjsnEP,+
b,20.17,9.25,u,g,c,v,1.665,t,t,3,t,g,40,28,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,+
b,25.75,0.5,u,g,c,v,1.46,t,t,5,t,g,312,0,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,+
b,20.42,7,u,g,c,v,1.625,t,t,3,f,g,200,1391,#Google releases #ARCore in response to #iOS #ARKit - https://t.co/GjIdPlfVgk #Android $GOOG $APPL #AR https://t.co/sT9yBkEIHl,+
b,?,4,u,g,x,v,5,t,t,3,t,g,290,2279,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,+
b,39,5,u,g,cc,v,3.5,t,t,10,t,g,0,0,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,+
a,64.08,0.165,u,g,ff,ff,0,t,t,1,f,g,232,100,Apple Pivots Self-Driving Car Plan $AAPL $GOOG $GM $INTC https://t.co/DR9mE3cI0E,+
b,28.25,5.125,u,g,x,v,4.75,t,t,2,f,g,420,7,#Alexa and #Cortana will be able to work together in #smartHome setting - https://t.co/ktwQO6u4EH #voiceAssistance #AI $GOOG $MSFT,+
a,28.75,3.75,u,g,c,v,1.085,t,t,1,t,g,371,0,"Tech Stocks Have A Part In Most Portfolios, But Should Be Balanced Out https://t.co/DPIewjSLIR - $AAPL $MSFT $FB $GOOG $INTC $NVDA",+
b,31.33,19.5,u,g,c,v,7,t,t,16,f,g,0,5000,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/Uhex0wJENx,+
a,18.92,9,u,g,aa,v,0.75,t,t,2,f,g,88,591,"$GOOG, $GOOG - Investors Sell Alphabet Inc. #GOOG on Strength #GOOG https://t.co/Hv0pVZHO3r",+
a,24.75,3,u,g,q,h,1.835,t,t,19,f,g,0,500,"$GOOG, $GOOG - Investors Sell Alphabet Inc. #GOOG on Strength #GOOG https://t.co/rjNs8xJZzE",+
a,30.67,12,u,g,c,v,2,t,t,1,f,g,220,19,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/1gg2I1netu,+
b,21,4.79,y,p,w,v,2.25,t,t,1,t,g,80,300,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/Ia4jroGkVI,+
b,13.75,4,y,p,w,v,1.75,t,t,2,t,g,120,1000,Investors Sell Alphabet Inc. $GOOG on Strength $GOOG https://t.co/H4RHp03CMu,+
a,46,4,u,g,j,j,0,t,f,0,f,g,100,960,"1994: ""Today Show"": ""What is the Internet, Anyway?"" $FB $TWTR $GOOG $AAPL $GOOGL $PANW $FEYE $S $DIS $NFLX $KO $SPX https://t.co/XcaQrhNUMg",+
a,44.33,0,u,g,c,v,2.5,t,f,0,f,g,0,0,RT @FASTGraphs: Searching For Alphabet's True Worth? Should We Google It? https://t.co/45H901ezqt $GOOGL $GOOG,+
b,20.25,9.96,u,g,e,dd,0,t,f,0,f,g,0,0,$WMT and $GOOG team up to fend off $AMZN  https://t.co/vpY15dLsAy,+
b,22.67,2.54,y,p,c,h,2.585,t,f,0,f,g,0,0,$GOOGL $GOOG:  Think Tank Fires Scholar Who Praised Large Antitrust Fine Against …:  https://t.co/LtLrTCUbF1,+
b,?,10.5,u,g,x,v,6.5,t,f,0,f,g,0,0,"RT @myTraderGang: 1994: ""Today Show"": ""What is the Internet, Anyway?"" $FB $TWTR $GOOG $AAPL $GOOGL $PANW $FEYE $S $DIS $NFLX $KO $SPX https…",+
a,60.92,5,u,g,aa,v,4,t,t,4,f,g,0,99,Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/DD8TU7BckW $AMZN $FB $GOOG $GOOGL $TWTR,+
b,16.08,0.75,u,g,c,v,1.75,t,t,5,t,g,352,690,Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/tKjX86BpIP $AMZN $FB $GOOG $GOOGL $TWTR,+
a,28.17,0.375,u,g,q,v,0.585,t,t,4,f,g,80,0,"RT SeekingAlpha ""Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/glYiqZtuHI $AMZN $FB $GOOG $GOOGL $TWTR""",+
b,39.17,1.71,u,g,x,v,0.125,t,t,5,t,g,480,0,"RT @TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/64uj4MlnOj https://t.co/CA8l7yk7ee",+
?,20.42,7.5,u,g,k,v,1.5,t,t,1,f,g,160,234,"RT TopFiveTraders ""RT TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/KihV41NuA6 https://t.co/3j1V2LEeWl""",+
a,30,5.29,u,g,e,dd,2.25,t,t,5,t,g,99,500,"RT TopFiveTraders ""RT TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/sALZE1mGUM https://t.co/MZ6RxUZ1vy""",+
b,22.83,3,u,g,m,v,1.29,t,t,1,f,g,260,800,RT @SAlphaTech: Buyout Speculation May Be Driving Twitter's Stock Higher https://t.co/tKjX86BpIP $AMZN $FB $GOOG $GOOGL $TWTR,+
a,22.5,8.5,u,g,q,v,1.75,t,t,10,f,g,80,990,$GOOG is now the enemy of both the Right and the Left. I see potential for years of multiple compression while anti… https://t.co/QcmqmcKeE3,-
a,28.58,1.665,u,g,q,v,2.415,t,f,0,t,g,440,0,#Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd https://t.co/it9opjsnEP,-
b,45.17,1.5,u,g,c,v,2.5,t,f,0,t,g,140,0,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,-
b,41.58,1.75,u,g,k,v,0.21,t,f,0,f,g,160,0,RT @MobilePotpurri: #Google #PlayStore pulls 300 #Android apps used for #WireX #DDoS - #infosec $GOOG #malware https://t.co/Rp2sPifiRd http…,-
